Geographic Area Names,Total Female Age 18-44 years,"Total AmericanIndianORAlaskaNative Female, 18-44","Total BlackorAfricanAmerican Female, 18-44","Total HispanicORlatino Female, 18-44","Total White Female, 18-44","Total Asian Female, 18-44","Total NativeHawaiin&OtherPacificIslander Female, 18-44"
"Block Group 2, Census Tract 66.01, Fulton County, Georgia",411,0.0,332.0,0.0,75.0,5.0,-1.0
"Block Group 1, Census Tract 66.02, Fulton County, Georgia",423,0.0,423.0,0.0,0.0,0.0,0.0
"Block Group 1, Census Tract 67, Fulton County, Georgia",155,0.0,145.0,0.0,10.0,0.0,0.0
"Block Group 2, Census Tract 67, Fulton County, Georgia",379,0.0,355.0,0.0,24.0,0.0,0.0
"Block Group 3, Census Tract 67, Fulton County, Georgia",769,0.0,720.0,0.0,49.0,0.0,0.0
"Block Group 1, Census Tract 68.01, Fulton County, Georgia",18,0.0,0.0,9.0,9.0,0.0,0.0
"Block Group 1, Census Tract 68.02, Fulton County, Georgia",737,0.0,737.0,0.0,0.0,0.0,0.0
"Block Group 1, Census Tract 69, Fulton County, Georgia",561,0.0,238.0,89.0,233.0,0.0,1.0
"Block Group 2, Census Tract 69, Fulton County, Georgia",384,0.0,163.0,61.0,160.0,0.0,0.0
"Block Group 3, Census Tract 69, Fulton County, Georgia",789,0.0,335.0,126.0,328.0,0.0,0.0
"Block Group 1, Census Tract 70.01, Fulton County, Georgia",776,0.0,750.0,18.0,8.0,0.0,0.0
"Block Group 2, Census Tract 70.01, Fulton County, Georgia",341,0.0,330.0,8.0,4.0,0.0,-1.0
"Block Group 3, Census Tract 70.01, Fulton County, Georgia",545,0.0,527.0,13.0,6.0,0.0,-1.0
"Block Group 1, Census Tract 70.02, Fulton County, Georgia",687,7.0,609.0,65.0,7.0,0.0,-1.0
"Block Group 2, Census Tract 70.02, Fulton County, Georgia",297,3.0,263.0,28.0,3.0,0.0,0.0
"Block Group 3, Census Tract 70.02, Fulton County, Georgia",308,3.0,273.0,29.0,3.0,0.0,0.0
"Block Group 4, Census Tract 70.02, Fulton County, Georgia",134,1.0,119.0,13.0,1.0,0.0,0.0
"Block Group 1, Census Tract 71, Fulton County, Georgia",252,0.0,226.0,3.0,23.0,0.0,0.0
"Block Group 2, Census Tract 71, Fulton County, Georgia",416,0.0,373.0,5.0,38.0,0.0,0.0
"Block Group 1, Census Tract 72, Fulton County, Georgia",614,0.0,581.0,18.0,2.0,13.0,0.0
"Block Group 2, Census Tract 72, Fulton County, Georgia",248,0.0,235.0,7.0,1.0,5.0,0.0
"Block Group 1, Census Tract 73, Fulton County, Georgia",1358,0.0,1272.0,17.0,69.0,0.0,0.0
"Block Group 2, Census Tract 73, Fulton County, Georgia",1355,0.0,1270.0,17.0,69.0,0.0,-1.0
"Block Group 3, Census Tract 73, Fulton County, Georgia",506,0.0,474.0,6.0,26.0,0.0,0.0
"Block Group 1, Census Tract 74, Fulton County, Georgia",409,0.0,288.0,121.0,0.0,0.0,0.0
"Block Group 2, Census Tract 74, Fulton County, Georgia",455,0.0,321.0,134.0,0.0,0.0,0.0
"Block Group 1, Census Tract 75, Fulton County, Georgia",379,0.0,324.0,23.0,28.0,4.0,0.0
"Block Group 2, Census Tract 75, Fulton County, Georgia",18,0.0,15.0,1.0,1.0,0.0,1.0
"Block Group 3, Census Tract 75, Fulton County, Georgia",228,0.0,195.0,14.0,17.0,2.0,0.0
"Block Group 4, Census Tract 75, Fulton County, Georgia",610,0.0,522.0,38.0,44.0,6.0,0.0
"Block Group 1, Census Tract 76.02, Fulton County, Georgia",88,0.0,82.0,5.0,1.0,0.0,0.0
"Block Group 2, Census Tract 76.02, Fulton County, Georgia",291,0.0,272.0,16.0,2.0,0.0,1.0
"Block Group 3, Census Tract 76.02, Fulton County, Georgia",185,0.0,173.0,10.0,1.0,0.0,1.0
"Block Group 1, Census Tract 76.03, Fulton County, Georgia",716,0.0,710.0,0.0,6.0,0.0,0.0
"Block Group 2, Census Tract 76.03, Fulton County, Georgia",723,0.0,717.0,0.0,6.0,0.0,0.0
"Block Group 3, Census Tract 76.03, Fulton County, Georgia",284,0.0,282.0,0.0,2.0,0.0,0.0
"Block Group 1, Census Tract 76.04, Fulton County, Georgia",829,0.0,804.0,14.0,11.0,0.0,0.0
"Block Group 1, Census Tract 77.03, Fulton County, Georgia",497,0.0,491.0,0.0,6.0,0.0,0.0
"Block Group 2, Census Tract 77.03, Fulton County, Georgia",405,0.0,400.0,0.0,5.0,0.0,0.0
"Block Group 3, Census Tract 77.03, Fulton County, Georgia",490,0.0,484.0,0.0,6.0,0.0,0.0
"Block Group 1, Census Tract 77.04, Fulton County, Georgia",400,0.0,366.0,24.0,9.0,0.0,1.0
"Block Group 2, Census Tract 77.04, Fulton County, Georgia",587,0.0,538.0,35.0,14.0,0.0,0.0
"Block Group 3, Census Tract 77.04, Fulton County, Georgia",892,0.0,817.0,54.0,21.0,0.0,0.0
"Block Group 1, Census Tract 77.05, Fulton County, Georgia",753,0.0,738.0,0.0,15.0,0.0,0.0
"Block Group 2, Census Tract 77.05, Fulton County, Georgia",804,0.0,788.0,0.0,16.0,0.0,0.0
"Block Group 1, Census Tract 77.06, Fulton County, Georgia",96,0.0,93.0,1.0,1.0,1.0,0.0
"Block Group 2, Census Tract 77.06, Fulton County, Georgia",1240,0.0,1199.0,14.0,14.0,14.0,-1.0
"Block Group 3, Census Tract 77.06, Fulton County, Georgia",3165,0.0,3060.0,35.0,36.0,35.0,-1.0
"Block Group 1, Census Tract 78.02, Fulton County, Georgia",1846,0.0,1846.0,0.0,0.0,0.0,0.0
"Block Group 2, Census Tract 78.02, Fulton County, Georgia",608,0.0,608.0,0.0,0.0,0.0,0.0
"Block Group 3, Census Tract 78.02, Fulton County, Georgia",166,0.0,166.0,0.0,0.0,0.0,0.0
"Block Group 4, Census Tract 78.02, Fulton County, Georgia",191,0.0,191.0,0.0,0.0,0.0,0.0
"Block Group 1, Census Tract 78.05, Fulton County, Georgia",307,0.0,300.0,2.0,2.0,2.0,1.0
"Block Group 2, Census Tract 78.05, Fulton County, Georgia",441,0.0,431.0,3.0,3.0,3.0,1.0
"Block Group 1, Census Tract 78.06, Fulton County, Georgia",328,0.0,303.0,14.0,11.0,0.0,0.0
"Block Group 2, Census Tract 78.06, Fulton County, Georgia",1178,0.0,1088.0,52.0,38.0,0.0,0.0
"Block Group 3, Census Tract 78.06, Fulton County, Georgia",155,0.0,143.0,7.0,5.0,0.0,0.0
"Block Group 1, Census Tract 78.07, Fulton County, Georgia",690,0.0,625.0,60.0,4.0,0.0,1.0
"Block Group 2, Census Tract 78.07, Fulton County, Georgia",215,0.0,195.0,19.0,1.0,0.0,0.0
"Block Group 1, Census Tract 78.08, Fulton County, Georgia",687,0.0,672.0,15.0,0.0,0.0,0.0
"Block Group 2, Census Tract 78.08, Fulton County, Georgia",846,0.0,827.0,19.0,0.0,0.0,0.0
"Block Group 1, Census Tract 79, Fulton County, Georgia",422,0.0,422.0,0.0,0.0,0.0,0.0
"Block Group 2, Census Tract 79, Fulton County, Georgia",262,0.0,262.0,0.0,0.0,0.0,0.0
"Block Group 3, Census Tract 79, Fulton County, Georgia",1128,0.0,1128.0,0.0,0.0,0.0,0.0
"Block Group 1, Census Tract 80, Fulton County, Georgia",509,0.0,500.0,0.0,9.0,0.0,0.0
"Block Group 2, Census Tract 80, Fulton County, Georgia",230,0.0,226.0,0.0,4.0,0.0,0.0
"Block Group 3, Census Tract 80, Fulton County, Georgia",177,0.0,174.0,0.0,3.0,0.0,0.0
"Block Group 4, Census Tract 80, Fulton County, Georgia",283,0.0,278.0,0.0,5.0,0.0,0.0
"Block Group 5, Census Tract 80, Fulton County, Georgia",116,0.0,114.0,0.0,2.0,0.0,0.0
"Block Group 1, Census Tract 81.01, Fulton County, Georgia",192,0.0,192.0,0.0,0.0,0.0,0.0
"Block Group 1, Census Tract 81.02, Fulton County, Georgia",87,0.0,78.0,6.0,3.0,1.0,-1.0
"Block Group 2, Census Tract 81.02, Fulton County, Georgia",319,0.0,284.0,21.0,12.0,2.0,0.0
"Block Group 3, Census Tract 81.02, Fulton County, Georgia",617,0.0,550.0,40.0,23.0,4.0,0.0
"Block Group 4, Census Tract 81.02, Fulton County, Georgia",729,0.0,650.0,48.0,27.0,5.0,-1.0
"Block Group 1, Census Tract 82.01, Fulton County, Georgia",809,0.0,790.0,0.0,19.0,0.0,0.0
"Block Group 2, Census Tract 82.01, Fulton County, Georgia",448,0.0,437.0,0.0,11.0,0.0,0.0
"Block Group 3, Census Tract 82.01, Fulton County, Georgia",39,0.0,38.0,0.0,1.0,0.0,0.0
"Block Group 1, Census Tract 82.02, Fulton County, Georgia",313,0.0,296.0,8.0,9.0,0.0,0.0
"Block Group 2, Census Tract 82.02, Fulton County, Georgia",359,0.0,340.0,9.0,11.0,0.0,-1.0
"Block Group 3, Census Tract 82.02, Fulton County, Georgia",106,0.0,100.0,3.0,3.0,0.0,0.0
"Block Group 4, Census Tract 82.02, Fulton County, Georgia",0,0.0,0.0,0.0,0.0,0.0,0.0
"Block Group 1, Census Tract 83.01, Fulton County, Georgia",306,0.0,296.0,2.0,9.0,0.0,-1.0
"Block Group 2, Census Tract 83.01, Fulton County, Georgia",479,0.0,463.0,3.0,13.0,0.0,0.0
"Block Group 1, Census Tract 83.02, Fulton County, Georgia",176,0.0,176.0,0.0,0.0,0.0,0.0
"Block Group 2, Census Tract 83.02, Fulton County, Georgia",185,0.0,185.0,0.0,0.0,0.0,0.0
"Block Group 1, Census Tract 84, Fulton County, Georgia",366,4.0,249.0,22.0,77.0,13.0,1.0
"Block Group 2, Census Tract 84, Fulton County, Georgia",100,1.0,68.0,6.0,21.0,3.0,1.0
"Block Group 3, Census Tract 84, Fulton County, Georgia",408,5.0,278.0,25.0,86.0,14.0,0.0
"Block Group 1, Census Tract 85, Fulton County, Georgia",213,0.0,211.0,0.0,2.0,0.0,0.0
"Block Group 2, Census Tract 85, Fulton County, Georgia",155,0.0,153.0,0.0,2.0,0.0,0.0
"Block Group 3, Census Tract 85, Fulton County, Georgia",127,0.0,126.0,0.0,1.0,0.0,0.0
"Block Group 1, Census Tract 86.01, Fulton County, Georgia",995,0.0,992.0,2.0,1.0,0.0,0.0
"Block Group 2, Census Tract 86.01, Fulton County, Georgia",420,0.0,419.0,1.0,0.0,0.0,0.0
"Block Group 3, Census Tract 86.01, Fulton County, Georgia",131,0.0,131.0,0.0,0.0,0.0,0.0
"Block Group 4, Census Tract 86.01, Fulton County, Georgia",84,0.0,84.0,0.0,0.0,0.0,0.0
"Block Group 1, Census Tract 86.02, Fulton County, Georgia",510,0.0,427.0,10.0,73.0,0.0,0.0
"Block Group 2, Census Tract 86.02, Fulton County, Georgia",158,0.0,132.0,3.0,23.0,0.0,0.0
"Block Group 1, Census Tract 87, Fulton County, Georgia",232,0.0,215.0,2.0,16.0,0.0,-1.0
"Block Group 2, Census Tract 87, Fulton County, Georgia",221,0.0,204.0,2.0,15.0,0.0,0.0
"Block Group 3, Census Tract 87, Fulton County, Georgia",527,0.0,487.0,4.0,35.0,0.0,1.0
"Block Group 4, Census Tract 87, Fulton County, Georgia",828,0.0,766.0,7.0,56.0,0.0,-1.0
"Block Group 1, Census Tract 88, Fulton County, Georgia",1349,0.0,190.0,145.0,945.0,69.0,0.0
"Block Group 2, Census Tract 88, Fulton County, Georgia",736,0.0,104.0,79.0,516.0,38.0,-1.0
"Block Group 1, Census Tract 89.02, Fulton County, Georgia",1195,0.0,395.0,77.0,630.0,93.0,0.0
"Block Group 2, Census Tract 89.02, Fulton County, Georgia",267,0.0,88.0,17.0,141.0,21.0,0.0
"Block Group 3, Census Tract 89.02, Fulton County, Georgia",500,0.0,165.0,32.0,263.0,39.0,1.0
"Block Group 4, Census Tract 89.02, Fulton County, Georgia",1065,0.0,352.0,69.0,561.0,83.0,0.0
"Block Group 1, Census Tract 89.03, Fulton County, Georgia",1038,0.0,265.0,293.0,433.0,47.0,0.0
"Block Group 1, Census Tract 89.04, Fulton County, Georgia",298,0.0,47.0,14.0,221.0,15.0,1.0
"Block Group 2, Census Tract 89.04, Fulton County, Georgia",1326,0.0,209.0,64.0,985.0,68.0,0.0
"Block Group 3, Census Tract 89.04, Fulton County, Georgia",761,0.0,120.0,37.0,565.0,39.0,0.0
"Block Group 1, Census Tract 90, Fulton County, Georgia",494,0.0,48.0,28.0,374.0,43.0,1.0
"Block Group 2, Census Tract 90, Fulton County, Georgia",471,0.0,46.0,27.0,357.0,41.0,0.0
"Block Group 3, Census Tract 90, Fulton County, Georgia",1338,0.0,131.0,77.0,1014.0,117.0,-1.0
"Block Group 1, Census Tract 91.01, Fulton County, Georgia",371,0.0,42.0,6.0,277.0,45.0,1.0
"Block Group 2, Census Tract 91.01, Fulton County, Georgia",1412,0.0,161.0,24.0,1055.0,171.0,1.0
"Block Group 3, Census Tract 91.01, Fulton County, Georgia",430,0.0,49.0,7.0,321.0,52.0,1.0
"Block Group 4, Census Tract 91.01, Fulton County, Georgia",423,0.0,48.0,7.0,316.0,51.0,1.0
"Block Group 1, Census Tract 91.02, Fulton County, Georgia",143,0.0,30.0,11.0,74.0,28.0,0.0
"Block Group 2, Census Tract 91.02, Fulton County, Georgia",648,0.0,138.0,52.0,334.0,125.0,-1.0
"Block Group 3, Census Tract 91.02, Fulton County, Georgia",943,0.0,200.0,75.0,486.0,182.0,0.0
"Block Group 1, Census Tract 92, Fulton County, Georgia",1283,0.0,215.0,317.0,678.0,73.0,0.0
"Block Group 2, Census Tract 92, Fulton County, Georgia",885,0.0,148.0,219.0,468.0,50.0,0.0
"Block Group 3, Census Tract 92, Fulton County, Georgia",732,0.0,123.0,181.0,387.0,42.0,-1.0
"Block Group 1, Census Tract 93, Fulton County, Georgia",373,0.0,26.0,17.0,322.0,7.0,1.0
"Block Group 2, Census Tract 93, Fulton County, Georgia",1131,0.0,79.0,53.0,977.0,22.0,0.0
"Block Group 3, Census Tract 93, Fulton County, Georgia",769,0.0,54.0,36.0,664.0,15.0,0.0
"Block Group 4, Census Tract 93, Fulton County, Georgia",202,0.0,14.0,9.0,175.0,4.0,0.0
"Block Group 1, Census Tract 94.02, Fulton County, Georgia",2147,16.0,314.0,185.0,1132.0,500.0,0.0
"Block Group 2, Census Tract 94.02, Fulton County, Georgia",898,7.0,131.0,77.0,473.0,209.0,1.0
"Block Group 1, Census Tract 94.03, Fulton County, Georgia",1054,57.0,313.0,83.0,443.0,158.0,0.0
"Block Group 2, Census Tract 94.03, Fulton County, Georgia",884,48.0,262.0,69.0,372.0,132.0,1.0
"Block Group 3, Census Tract 94.03, Fulton County, Georgia",289,16.0,86.0,23.0,122.0,43.0,-1.0
"Block Group 1, Census Tract 94.04, Fulton County, Georgia",761,0.0,120.0,37.0,521.0,83.0,0.0
"Block Group 2, Census Tract 94.04, Fulton County, Georgia",944,0.0,149.0,45.0,647.0,102.0,1.0
"Block Group 3, Census Tract 94.04, Fulton County, Georgia",62,0.0,10.0,3.0,42.0,7.0,0.0
"Block Group 1, Census Tract 95.01, Fulton County, Georgia",58,0.0,0.0,2.0,56.0,0.0,0.0
"Block Group 2, Census Tract 95.01, Fulton County, Georgia",445,0.0,0.0,13.0,432.0,0.0,0.0
"Block Group 3, Census Tract 95.01, Fulton County, Georgia",203,0.0,0.0,6.0,197.0,0.0,0.0
"Block Group 1, Census Tract 95.02, Fulton County, Georgia",284,0.0,48.0,0.0,203.0,33.0,0.0
"Block Group 2, Census Tract 95.02, Fulton County, Georgia",37,0.0,6.0,0.0,26.0,4.0,1.0
"Block Group 3, Census Tract 95.02, Fulton County, Georgia",664,0.0,111.0,0.0,475.0,78.0,0.0
"Block Group 4, Census Tract 95.02, Fulton County, Georgia",296,0.0,50.0,0.0,212.0,35.0,-1.0
"Block Group 1, Census Tract 96.01, Fulton County, Georgia",235,0.0,12.0,11.0,203.0,9.0,0.0
"Block Group 2, Census Tract 96.01, Fulton County, Georgia",749,0.0,38.0,36.0,646.0,30.0,-1.0
"Block Group 1, Census Tract 96.02, Fulton County, Georgia",295,0.0,53.0,8.0,211.0,24.0,-1.0
"Block Group 2, Census Tract 96.02, Fulton County, Georgia",689,0.0,124.0,18.0,492.0,56.0,-1.0
"Block Group 3, Census Tract 96.02, Fulton County, Georgia",600,0.0,108.0,15.0,429.0,48.0,0.0
"Block Group 1, Census Tract 96.03, Fulton County, Georgia",575,0.0,119.0,47.0,395.0,14.0,0.0
"Block Group 2, Census Tract 96.03, Fulton County, Georgia",920,0.0,191.0,75.0,632.0,22.0,0.0
"Block Group 3, Census Tract 96.03, Fulton County, Georgia",697,0.0,145.0,57.0,479.0,16.0,0.0
"Block Group 1, Census Tract 97, Fulton County, Georgia",155,0.0,23.0,3.0,123.0,7.0,-1.0
"Block Group 2, Census Tract 97, Fulton County, Georgia",206,0.0,30.0,4.0,163.0,9.0,0.0
"Block Group 3, Census Tract 97, Fulton County, Georgia",269,0.0,39.0,5.0,213.0,11.0,1.0
"Block Group 1, Census Tract 98.01, Fulton County, Georgia",201,0.0,29.0,7.0,165.0,0.0,0.0
"Block Group 2, Census Tract 98.01, Fulton County, Georgia",196,0.0,28.0,7.0,161.0,0.0,0.0
"Block Group 3, Census Tract 98.01, Fulton County, Georgia",192,0.0,28.0,7.0,157.0,0.0,0.0
"Block Group 1, Census Tract 98.02, Fulton County, Georgia",177,0.0,18.0,5.0,133.0,21.0,0.0
"Block Group 2, Census Tract 98.02, Fulton County, Georgia",695,0.0,70.0,21.0,523.0,81.0,0.0
"Block Group 1, Census Tract 99, Fulton County, Georgia",769,0.0,0.0,0.0,683.0,86.0,0.0
"Block Group 2, Census Tract 99, Fulton County, Georgia",224,0.0,0.0,0.0,199.0,25.0,0.0
"Block Group 3, Census Tract 99, Fulton County, Georgia",249,0.0,0.0,0.0,221.0,28.0,0.0
"Block Group 4, Census Tract 99, Fulton County, Georgia",98,0.0,0.0,0.0,87.0,11.0,0.0
"Block Group 1, Census Tract 100.01, Fulton County, Georgia",556,0.0,55.0,0.0,376.0,125.0,0.0
"Block Group 2, Census Tract 100.01, Fulton County, Georgia",195,0.0,19.0,0.0,132.0,44.0,0.0
"Block Group 3, Census Tract 100.01, Fulton County, Georgia",96,0.0,9.0,0.0,65.0,22.0,0.0
"Block Group 4, Census Tract 100.01, Fulton County, Georgia",439,0.0,43.0,0.0,297.0,99.0,0.0
"Block Group 1, Census Tract 100.02, Fulton County, Georgia",252,0.0,10.0,18.0,198.0,26.0,0.0
"Block Group 2, Census Tract 100.02, Fulton County, Georgia",543,0.0,22.0,39.0,427.0,55.0,0.0
"Block Group 3, Census Tract 100.02, Fulton County, Georgia",1540,0.0,62.0,110.0,1211.0,157.0,0.0
"Block Group 1, Census Tract 101.06, Fulton County, Georgia",928,0.0,335.0,67.0,522.0,4.0,0.0
"Block Group 2, Census Tract 101.06, Fulton County, Georgia",575,0.0,207.0,41.0,324.0,3.0,0.0
"Block Group 3, Census Tract 101.06, Fulton County, Georgia",199,0.0,72.0,14.0,112.0,1.0,0.0
"Block Group 1, Census Tract 101.07, Fulton County, Georgia",62,0.0,0.0,6.0,56.0,0.0,0.0
"Block Group 2, Census Tract 101.07, Fulton County, Georgia",145,0.0,0.0,13.0,132.0,0.0,0.0
"Block Group 1, Census Tract 101.08, Fulton County, Georgia",87,0.0,36.0,4.0,44.0,2.0,1.0
"Block Group 2, Census Tract 101.08, Fulton County, Georgia",485,0.0,203.0,24.0,246.0,12.0,0.0
"Block Group 1, Census Tract 101.10, Fulton County, Georgia",1207,30.0,328.0,159.0,554.0,136.0,0.0
"Block Group 2, Census Tract 101.10, Fulton County, Georgia",856,21.0,233.0,113.0,393.0,96.0,0.0
"Block Group 3, Census Tract 101.10, Fulton County, Georgia",653,16.0,178.0,86.0,300.0,73.0,0.0
"Block Group 1, Census Tract 101.13, Fulton County, Georgia",729,47.0,159.0,238.0,231.0,54.0,0.0
"Block Group 2, Census Tract 101.13, Fulton County, Georgia",1469,96.0,320.0,479.0,466.0,109.0,-1.0
"Block Group 3, Census Tract 101.13, Fulton County, Georgia",512,33.0,111.0,167.0,162.0,38.0,1.0
"Block Group 1, Census Tract 101.14, Fulton County, Georgia",614,11.0,152.0,88.0,335.0,27.0,1.0
"Block Group 2, Census Tract 101.14, Fulton County, Georgia",1020,19.0,252.0,146.0,557.0,46.0,0.0
"Block Group 3, Census Tract 101.14, Fulton County, Georgia",1589,30.0,393.0,228.0,868.0,71.0,-1.0
"Block Group 1, Census Tract 101.15, Fulton County, Georgia",634,0.0,135.0,29.0,414.0,56.0,0.0
"Block Group 1, Census Tract 101.17, Fulton County, Georgia",1605,16.0,688.0,230.0,564.0,107.0,0.0
"Block Group 2, Census Tract 101.17, Fulton County, Georgia",715,7.0,307.0,102.0,251.0,48.0,0.0
"Block Group 1, Census Tract 101.18, Fulton County, Georgia",1163,10.0,358.0,229.0,506.0,55.0,5.0
"Block Group 2, Census Tract 101.18, Fulton County, Georgia",701,6.0,216.0,138.0,305.0,33.0,3.0
"Block Group 3, Census Tract 101.18, Fulton County, Georgia",529,4.0,163.0,104.0,230.0,25.0,3.0
"Block Group 1, Census Tract 101.19, Fulton County, Georgia",609,0.0,330.0,64.0,188.0,28.0,-1.0
"Block Group 2, Census Tract 101.19, Fulton County, Georgia",761,0.0,412.0,80.0,235.0,35.0,-1.0
"Block Group 3, Census Tract 101.19, Fulton County, Georgia",1011,0.0,547.0,106.0,312.0,46.0,0.0
"Block Group 1, Census Tract 101.20, Fulton County, Georgia",1480,22.0,292.0,180.0,907.0,78.0,1.0
"Block Group 1, Census Tract 101.21, Fulton County, Georgia",837,0.0,18.0,55.0,664.0,101.0,-1.0
"Block Group 1, Census Tract 101.22, Fulton County, Georgia",981,0.0,150.0,110.0,255.0,466.0,0.0
"Block Group 2, Census Tract 101.22, Fulton County, Georgia",928,0.0,141.0,104.0,241.0,441.0,1.0
"Block Group 3, Census Tract 101.22, Fulton County, Georgia",1426,0.0,217.0,160.0,371.0,678.0,0.0
"Block Group 1, Census Tract 101.23, Fulton County, Georgia",697,0.0,150.0,136.0,371.0,40.0,0.0
"Block Group 2, Census Tract 101.23, Fulton County, Georgia",358,0.0,77.0,70.0,190.0,20.0,1.0
"Block Group 3, Census Tract 101.23, Fulton County, Georgia",584,0.0,126.0,114.0,311.0,33.0,0.0
"Block Group 1, Census Tract 102.04, Fulton County, Georgia",285,5.0,0.0,0.0,273.0,7.0,0.0
"Block Group 2, Census Tract 102.04, Fulton County, Georgia",558,9.0,0.0,0.0,534.0,14.0,1.0
"Block Group 3, Census Tract 102.04, Fulton County, Georgia",87,1.0,0.0,0.0,83.0,2.0,1.0
"Block Group 4, Census Tract 102.04, Fulton County, Georgia",78,1.0,0.0,0.0,75.0,2.0,0.0
"Block Group 1, Census Tract 102.05, Fulton County, Georgia",450,0.0,15.0,18.0,417.0,0.0,0.0
"Block Group 2, Census Tract 102.05, Fulton County, Georgia",351,0.0,11.0,14.0,326.0,0.0,0.0
"Block Group 3, Census Tract 102.05, Fulton County, Georgia",482,0.0,16.0,19.0,447.0,0.0,0.0
"Block Group 4, Census Tract 102.05, Fulton County, Georgia",290,0.0,9.0,12.0,269.0,0.0,0.0
"Block Group 1, Census Tract 102.06, Fulton County, Georgia",619,0.0,63.0,24.0,485.0,47.0,0.0
"Block Group 2, Census Tract 102.06, Fulton County, Georgia",230,0.0,23.0,9.0,180.0,17.0,1.0
"Block Group 3, Census Tract 102.06, Fulton County, Georgia",245,0.0,25.0,10.0,192.0,19.0,-1.0
"Block Group 1, Census Tract 102.08, Fulton County, Georgia",886,0.0,509.0,55.0,263.0,59.0,0.0
"Block Group 2, Census Tract 102.08, Fulton County, Georgia",300,0.0,172.0,19.0,89.0,20.0,0.0
"Block Group 3, Census Tract 102.08, Fulton County, Georgia",526,0.0,302.0,33.0,156.0,35.0,0.0
"Block Group 1, Census Tract 102.09, Fulton County, Georgia",783,0.0,407.0,74.0,281.0,21.0,0.0
"Block Group 2, Census Tract 102.09, Fulton County, Georgia",190,0.0,99.0,18.0,68.0,5.0,0.0
"Block Group 3, Census Tract 102.09, Fulton County, Georgia",1463,0.0,761.0,138.0,526.0,38.0,0.0
"Block Group 1, Census Tract 102.10, Fulton County, Georgia",979,0.0,278.0,109.0,546.0,45.0,1.0
"Block Group 2, Census Tract 102.10, Fulton County, Georgia",886,0.0,252.0,99.0,494.0,41.0,0.0
"Block Group 3, Census Tract 102.10, Fulton County, Georgia",699,0.0,199.0,78.0,390.0,32.0,0.0
"Block Group 1, Census Tract 102.11, Fulton County, Georgia",246,0.0,0.0,25.0,221.0,0.0,0.0
"Block Group 2, Census Tract 102.11, Fulton County, Georgia",491,0.0,0.0,50.0,441.0,0.0,0.0
"Block Group 1, Census Tract 102.12, Fulton County, Georgia",528,33.0,56.0,165.0,252.0,21.0,1.0
"Block Group 2, Census Tract 102.12, Fulton County, Georgia",66,4.0,7.0,21.0,31.0,3.0,0.0
"Block Group 3, Census Tract 102.12, Fulton County, Georgia",1116,70.0,119.0,349.0,532.0,45.0,1.0
"Block Group 1, Census Tract 103.01, Fulton County, Georgia",3055,0.0,2964.0,19.0,43.0,0.0,29.0
"Block Group 2, Census Tract 103.01, Fulton County, Georgia",2157,0.0,2093.0,13.0,30.0,0.0,21.0
"Block Group 1, Census Tract 103.03, Fulton County, Georgia",517,0.0,512.0,5.0,0.0,0.0,0.0
"Block Group 2, Census Tract 103.03, Fulton County, Georgia",2246,0.0,2225.0,21.0,0.0,0.0,0.0
"Block Group 1, Census Tract 103.04, Fulton County, Georgia",994,0.0,882.0,36.0,76.0,0.0,0.0
"Block Group 2, Census Tract 103.04, Fulton County, Georgia",3127,0.0,2775.0,113.0,239.0,0.0,0.0
"Block Group 1, Census Tract 104, Fulton County, Georgia",404,0.0,235.0,52.0,118.0,0.0,-1.0
"Block Group 2, Census Tract 104, Fulton County, Georgia",238,0.0,138.0,30.0,69.0,0.0,1.0
"Block Group 3, Census Tract 104, Fulton County, Georgia",1037,0.0,602.0,133.0,302.0,0.0,0.0
"Block Group 4, Census Tract 104, Fulton County, Georgia",334,0.0,194.0,43.0,97.0,0.0,0.0
