Geographic Area Names,Geography,Income in the past 12 months below poverty level!!Female!!18 to 44 years,Income in the past 12 months at or above poverty level!!Female!!18 to 44 years
"Block Group 1, Census Tract 7902, Randolph County, Georgia",1400000US13243790200,37.0,48.0
"Block Group 2, Census Tract 7902, Randolph County, Georgia",1400000US13243790200,83.0,108.0
"Block Group 3, Census Tract 7902, Randolph County, Georgia",1400000US13243790200,72.0,93.0
"Block Group 4, Census Tract 7902, Randolph County, Georgia",1400000US13243790200,116.0,152.0
"Block Group 5, Census Tract 7902, Randolph County, Georgia",1400000US13243790200,47.0,60.0
"Block Group 1, Census Tract 1, Richmond County, Georgia",1400000US13245000100,153.0,205.0
"Block Group 2, Census Tract 1, Richmond County, Georgia",1400000US13245000100,165.0,220.0
"Block Group 3, Census Tract 1, Richmond County, Georgia",1400000US13245000100,116.0,156.0
"Block Group 4, Census Tract 1, Richmond County, Georgia",1400000US13245000100,81.0,109.0
"Block Group 5, Census Tract 1, Richmond County, Georgia",1400000US13245000100,50.0,68.0
"Block Group 1, Census Tract 2, Richmond County, Georgia",1400000US13245000200,158.0,326.0
"Block Group 2, Census Tract 2, Richmond County, Georgia",1400000US13245000200,57.0,119.0
"Block Group 3, Census Tract 2, Richmond County, Georgia",1400000US13245000200,39.0,81.0
"Block Group 1, Census Tract 3, Richmond County, Georgia",1400000US13245000300,54.0,110.0
"Block Group 2, Census Tract 3, Richmond County, Georgia",1400000US13245000300,48.0,97.0
"Block Group 1, Census Tract 6, Richmond County, Georgia",1400000US13245000600,138.0,103.0
"Block Group 2, Census Tract 6, Richmond County, Georgia",1400000US13245000600,92.0,68.0
"Block Group 3, Census Tract 6, Richmond County, Georgia",1400000US13245000600,153.0,114.0
"Block Group 1, Census Tract 7, Richmond County, Georgia",1400000US13245000700,63.0,99.0
"Block Group 2, Census Tract 7, Richmond County, Georgia",1400000US13245000700,32.0,50.0
"Block Group 1, Census Tract 9, Richmond County, Georgia",1400000US13245000900,108.0,31.0
"Block Group 2, Census Tract 9, Richmond County, Georgia",1400000US13245000900,69.0,20.0
"Block Group 3, Census Tract 9, Richmond County, Georgia",1400000US13245000900,87.0,25.0
"Block Group 1, Census Tract 10, Richmond County, Georgia",1400000US13245001000,32.0,94.0
"Block Group 2, Census Tract 10, Richmond County, Georgia",1400000US13245001000,69.0,208.0
"Block Group 3, Census Tract 10, Richmond County, Georgia",1400000US13245001000,94.0,284.0
"Block Group 4, Census Tract 10, Richmond County, Georgia",1400000US13245001000,103.0,310.0
"Block Group 1, Census Tract 11, Richmond County, Georgia",1400000US13245001100,89.0,249.0
"Block Group 2, Census Tract 11, Richmond County, Georgia",1400000US13245001100,60.0,169.0
"Block Group 1, Census Tract 12, Richmond County, Georgia",1400000US13245001200,17.0,41.0
"Block Group 2, Census Tract 12, Richmond County, Georgia",1400000US13245001200,147.0,354.0
"Block Group 3, Census Tract 12, Richmond County, Georgia",1400000US13245001200,95.0,228.0
"Block Group 4, Census Tract 12, Richmond County, Georgia",1400000US13245001200,51.0,122.0
"Block Group 5, Census Tract 12, Richmond County, Georgia",1400000US13245001200,260.0,626.0
"Block Group 6, Census Tract 12, Richmond County, Georgia",1400000US13245001200,46.0,112.0
"Block Group 1, Census Tract 13, Richmond County, Georgia",1400000US13245001300,50.0,260.0
"Block Group 2, Census Tract 13, Richmond County, Georgia",1400000US13245001300,24.0,124.0
"Block Group 1, Census Tract 14, Richmond County, Georgia",1400000US13245001400,120.0,69.0
"Block Group 2, Census Tract 14, Richmond County, Georgia",1400000US13245001400,33.0,19.0
"Block Group 3, Census Tract 14, Richmond County, Georgia",1400000US13245001400,128.0,74.0
"Block Group 1, Census Tract 15, Richmond County, Georgia",1400000US13245001500,44.0,81.0
"Block Group 2, Census Tract 15, Richmond County, Georgia",1400000US13245001500,42.0,79.0
"Block Group 1, Census Tract 16.01, Richmond County, Georgia",1400000US13245001601,471.0,307.0
"Block Group 2, Census Tract 16.01, Richmond County, Georgia",1400000US13245001601,515.0,335.0
"Block Group 3, Census Tract 16.01, Richmond County, Georgia",1400000US13245001601,328.0,213.0
"Block Group 1, Census Tract 16.02, Richmond County, Georgia",1400000US13245001602,64.0,470.0
"Block Group 2, Census Tract 16.02, Richmond County, Georgia",1400000US13245001602,45.0,329.0
"Block Group 3, Census Tract 16.02, Richmond County, Georgia",1400000US13245001602,38.0,282.0
"Block Group 1, Census Tract 101.01, Richmond County, Georgia",1400000US13245010101,47.0,265.0
"Block Group 2, Census Tract 101.01, Richmond County, Georgia",1400000US13245010101,99.0,551.0
"Block Group 1, Census Tract 101.04, Richmond County, Georgia",1400000US13245010104,85.0,211.0
"Block Group 2, Census Tract 101.04, Richmond County, Georgia",1400000US13245010104,87.0,216.0
"Block Group 3, Census Tract 101.04, Richmond County, Georgia",1400000US13245010104,138.0,341.0
"Block Group 1, Census Tract 101.05, Richmond County, Georgia",1400000US13245010105,54.0,249.0
"Block Group 2, Census Tract 101.05, Richmond County, Georgia",1400000US13245010105,40.0,187.0
"Block Group 3, Census Tract 101.05, Richmond County, Georgia",1400000US13245010105,178.0,827.0
"Block Group 1, Census Tract 101.06, Richmond County, Georgia",1400000US13245010106,24.0,90.0
"Block Group 2, Census Tract 101.06, Richmond County, Georgia",1400000US13245010106,246.0,930.0
"Block Group 3, Census Tract 101.06, Richmond County, Georgia",1400000US13245010106,154.0,581.0
"Block Group 1, Census Tract 101.07, Richmond County, Georgia",1400000US13245010107,77.0,451.0
"Block Group 2, Census Tract 101.07, Richmond County, Georgia",1400000US13245010107,40.0,232.0
"Block Group 1, Census Tract 102.01, Richmond County, Georgia",1400000US13245010201,14.0,308.0
"Block Group 2, Census Tract 102.01, Richmond County, Georgia",1400000US13245010201,10.0,231.0
"Block Group 3, Census Tract 102.01, Richmond County, Georgia",1400000US13245010201,18.0,406.0
"Block Group 1, Census Tract 102.03, Richmond County, Georgia",1400000US13245010203,191.0,614.0
"Block Group 2, Census Tract 102.03, Richmond County, Georgia",1400000US13245010203,104.0,337.0
"Block Group 3, Census Tract 102.03, Richmond County, Georgia",1400000US13245010203,104.0,336.0
"Block Group 1, Census Tract 102.04, Richmond County, Georgia",1400000US13245010204,361.0,2244.0
"Block Group 2, Census Tract 102.04, Richmond County, Georgia",1400000US13245010204,66.0,407.0
"Block Group 3, Census Tract 102.04, Richmond County, Georgia",1400000US13245010204,120.0,746.0
"Block Group 4, Census Tract 102.04, Richmond County, Georgia",1400000US13245010204,144.0,897.0
"Block Group 1, Census Tract 103, Richmond County, Georgia",1400000US13245010300,227.0,358.0
"Block Group 2, Census Tract 103, Richmond County, Georgia",1400000US13245010300,52.0,81.0
"Block Group 3, Census Tract 103, Richmond County, Georgia",1400000US13245010300,252.0,398.0
"Block Group 4, Census Tract 103, Richmond County, Georgia",1400000US13245010300,57.0,89.0
"Block Group 5, Census Tract 103, Richmond County, Georgia",1400000US13245010300,26.0,41.0
"Block Group 1, Census Tract 104, Richmond County, Georgia",1400000US13245010400,48.0,29.0
"Block Group 2, Census Tract 104, Richmond County, Georgia",1400000US13245010400,141.0,84.0
"Block Group 3, Census Tract 104, Richmond County, Georgia",1400000US13245010400,196.0,116.0
"Block Group 4, Census Tract 104, Richmond County, Georgia",1400000US13245010400,181.0,107.0
"Block Group 5, Census Tract 104, Richmond County, Georgia",1400000US13245010400,324.0,193.0
"Block Group 1, Census Tract 105.04, Richmond County, Georgia",1400000US13245010504,303.0,403.0
"Block Group 2, Census Tract 105.04, Richmond County, Georgia",1400000US13245010504,306.0,406.0
"Block Group 3, Census Tract 105.04, Richmond County, Georgia",1400000US13245010504,189.0,252.0
"Block Group 4, Census Tract 105.04, Richmond County, Georgia",1400000US13245010504,52.0,70.0
"Block Group 1, Census Tract 105.06, Richmond County, Georgia",1400000US13245010506,256.0,413.0
"Block Group 2, Census Tract 105.06, Richmond County, Georgia",1400000US13245010506,97.0,158.0
"Block Group 3, Census Tract 105.06, Richmond County, Georgia",1400000US13245010506,153.0,247.0
"Block Group 1, Census Tract 105.07, Richmond County, Georgia",1400000US13245010507,72.0,234.0
"Block Group 2, Census Tract 105.07, Richmond County, Georgia",1400000US13245010507,35.0,115.0
"Block Group 3, Census Tract 105.07, Richmond County, Georgia",1400000US13245010507,70.0,228.0
"Block Group 4, Census Tract 105.07, Richmond County, Georgia",1400000US13245010507,0.0,0.0
"Block Group 1, Census Tract 105.08, Richmond County, Georgia",1400000US13245010508,347.0,402.0
"Block Group 2, Census Tract 105.08, Richmond County, Georgia",1400000US13245010508,62.0,71.0
"Block Group 1, Census Tract 105.09, Richmond County, Georgia",1400000US13245010509,36.0,58.0
"Block Group 2, Census Tract 105.09, Richmond County, Georgia",1400000US13245010509,422.0,692.0
"Block Group 1, Census Tract 105.10, Richmond County, Georgia",1400000US13245010510,54.0,98.0
"Block Group 2, Census Tract 105.10, Richmond County, Georgia",1400000US13245010510,43.0,80.0
"Block Group 3, Census Tract 105.10, Richmond County, Georgia",1400000US13245010510,131.0,240.0
"Block Group 4, Census Tract 105.10, Richmond County, Georgia",1400000US13245010510,97.0,177.0
"Block Group 1, Census Tract 105.11, Richmond County, Georgia",1400000US13245010511,398.0,369.0
"Block Group 2, Census Tract 105.11, Richmond County, Georgia",1400000US13245010511,171.0,158.0
"Block Group 1, Census Tract 105.12, Richmond County, Georgia",1400000US13245010512,224.0,223.0
"Block Group 2, Census Tract 105.12, Richmond County, Georgia",1400000US13245010512,193.0,192.0
"Block Group 3, Census Tract 105.12, Richmond County, Georgia",1400000US13245010512,248.0,247.0
"Block Group 1, Census Tract 105.13, Richmond County, Georgia",1400000US13245010513,122.0,372.0
"Block Group 2, Census Tract 105.13, Richmond County, Georgia",1400000US13245010513,82.0,252.0
"Block Group 1, Census Tract 106, Richmond County, Georgia",1400000US13245010600,351.0,160.0
"Block Group 2, Census Tract 106, Richmond County, Georgia",1400000US13245010600,108.0,50.0
"Block Group 3, Census Tract 106, Richmond County, Georgia",1400000US13245010600,307.0,141.0
"Block Group 4, Census Tract 106, Richmond County, Georgia",1400000US13245010600,136.0,62.0
"Block Group 1, Census Tract 107.06, Richmond County, Georgia",1400000US13245010706,77.0,529.0
"Block Group 2, Census Tract 107.06, Richmond County, Georgia",1400000US13245010706,72.0,495.0
"Block Group 3, Census Tract 107.06, Richmond County, Georgia",1400000US13245010706,29.0,195.0
"Block Group 1, Census Tract 107.07, Richmond County, Georgia",1400000US13245010707,297.0,566.0
"Block Group 2, Census Tract 107.07, Richmond County, Georgia",1400000US13245010707,45.0,86.0
"Block Group 1, Census Tract 107.08, Richmond County, Georgia",1400000US13245010708,58.0,319.0
"Block Group 2, Census Tract 107.08, Richmond County, Georgia",1400000US13245010708,140.0,770.0
"Block Group 3, Census Tract 107.08, Richmond County, Georgia",1400000US13245010708,190.0,1049.0
"Block Group 1, Census Tract 107.09, Richmond County, Georgia",1400000US13245010709,181.0,801.0
"Block Group 2, Census Tract 107.09, Richmond County, Georgia",1400000US13245010709,171.0,759.0
"Block Group 1, Census Tract 107.10, Richmond County, Georgia",1400000US13245010710,98.0,129.0
"Block Group 2, Census Tract 107.10, Richmond County, Georgia",1400000US13245010710,98.0,130.0
"Block Group 3, Census Tract 107.10, Richmond County, Georgia",1400000US13245010710,333.0,439.0
"Block Group 1, Census Tract 107.11, Richmond County, Georgia",1400000US13245010711,94.0,206.0
"Block Group 2, Census Tract 107.11, Richmond County, Georgia",1400000US13245010711,182.0,398.0
"Block Group 1, Census Tract 107.12, Richmond County, Georgia",1400000US13245010712,56.0,175.0
"Block Group 2, Census Tract 107.12, Richmond County, Georgia",1400000US13245010712,359.0,1115.0
"Block Group 3, Census Tract 107.12, Richmond County, Georgia",1400000US13245010712,163.0,505.0
"Block Group 1, Census Tract 108, Richmond County, Georgia",1400000US13245010800,13.0,125.0
"Block Group 2, Census Tract 108, Richmond County, Georgia",1400000US13245010800,112.0,1085.0
"Block Group 3, Census Tract 108, Richmond County, Georgia",1400000US13245010800,35.0,337.0
"Block Group 4, Census Tract 108, Richmond County, Georgia",1400000US13245010800,33.0,314.0
"Block Group 1, Census Tract 109.03, Richmond County, Georgia",1400000US13245010903,138.0,463.0
"Block Group 2, Census Tract 109.03, Richmond County, Georgia",1400000US13245010903,213.0,713.0
"Block Group 1, Census Tract 109.04, Richmond County, Georgia",1400000US13245010904,170.0,482.0
"Block Group 2, Census Tract 109.04, Richmond County, Georgia",1400000US13245010904,242.0,685.0
"Block Group 1, Census Tract 109.05, Richmond County, Georgia",1400000US13245010905,64.0,234.0
"Block Group 2, Census Tract 109.05, Richmond County, Georgia",1400000US13245010905,73.0,269.0
"Block Group 3, Census Tract 109.05, Richmond County, Georgia",1400000US13245010905,131.0,483.0
"Block Group 1, Census Tract 109.06, Richmond County, Georgia",1400000US13245010906,34.0,95.0
"Block Group 2, Census Tract 109.06, Richmond County, Georgia",1400000US13245010906,66.0,184.0
"Block Group 3, Census Tract 109.06, Richmond County, Georgia",1400000US13245010906,178.0,492.0
"Block Group 1, Census Tract 110, Richmond County, Georgia",1400000US13245011000,2.0,143.0
"Block Group 2, Census Tract 110, Richmond County, Georgia",1400000US13245011000,3.0,231.0
"Block Group 1, Census Tract 601.01, Rockdale County, Georgia",1400000US13247060101,4.0,50.0
"Block Group 2, Census Tract 601.01, Rockdale County, Georgia",1400000US13247060101,27.0,327.0
"Block Group 3, Census Tract 601.01, Rockdale County, Georgia",1400000US13247060101,19.0,229.0
"Block Group 1, Census Tract 601.02, Rockdale County, Georgia",1400000US13247060102,6.0,150.0
"Block Group 2, Census Tract 601.02, Rockdale County, Georgia",1400000US13247060102,3.0,75.0
"Block Group 3, Census Tract 601.02, Rockdale County, Georgia",1400000US13247060102,54.0,1284.0
"Block Group 1, Census Tract 602.01, Rockdale County, Georgia",1400000US13247060201,268.0,545.0
"Block Group 2, Census Tract 602.01, Rockdale County, Georgia",1400000US13247060201,97.0,198.0
"Block Group 3, Census Tract 602.01, Rockdale County, Georgia",1400000US13247060201,52.0,105.0
"Block Group 1, Census Tract 602.02, Rockdale County, Georgia",1400000US13247060202,125.0,629.0
"Block Group 2, Census Tract 602.02, Rockdale County, Georgia",1400000US13247060202,136.0,684.0
"Block Group 3, Census Tract 602.02, Rockdale County, Georgia",1400000US13247060202,63.0,317.0
"Block Group 4, Census Tract 602.02, Rockdale County, Georgia",1400000US13247060202,87.0,436.0
"Block Group 1, Census Tract 603.04, Rockdale County, Georgia",1400000US13247060304,21.0,73.0
"Block Group 2, Census Tract 603.04, Rockdale County, Georgia",1400000US13247060304,69.0,240.0
"Block Group 3, Census Tract 603.04, Rockdale County, Georgia",1400000US13247060304,136.0,476.0
"Block Group 4, Census Tract 603.04, Rockdale County, Georgia",1400000US13247060304,34.0,118.0
"Block Group 1, Census Tract 603.05, Rockdale County, Georgia",1400000US13247060305,262.0,264.0
"Block Group 2, Census Tract 603.05, Rockdale County, Georgia",1400000US13247060305,383.0,387.0
"Block Group 3, Census Tract 603.05, Rockdale County, Georgia",1400000US13247060305,353.0,356.0
"Block Group 1, Census Tract 603.06, Rockdale County, Georgia",1400000US13247060306,21.0,704.0
"Block Group 1, Census Tract 603.07, Rockdale County, Georgia",1400000US13247060307,85.0,788.0
"Block Group 2, Census Tract 603.07, Rockdale County, Georgia",1400000US13247060307,65.0,609.0
"Block Group 3, Census Tract 603.07, Rockdale County, Georgia",1400000US13247060307,150.0,1397.0
"Block Group 4, Census Tract 603.07, Rockdale County, Georgia",1400000US13247060307,33.0,303.0
"Block Group 1, Census Tract 603.08, Rockdale County, Georgia",1400000US13247060308,421.0,1203.0
"Block Group 2, Census Tract 603.08, Rockdale County, Georgia",1400000US13247060308,134.0,384.0
"Block Group 3, Census Tract 603.08, Rockdale County, Georgia",1400000US13247060308,199.0,571.0
"Block Group 1, Census Tract 603.09, Rockdale County, Georgia",1400000US13247060309,112.0,233.0
"Block Group 2, Census Tract 603.09, Rockdale County, Georgia",1400000US13247060309,198.0,414.0
"Block Group 3, Census Tract 603.09, Rockdale County, Georgia",1400000US13247060309,242.0,506.0
"Block Group 1, Census Tract 604.03, Rockdale County, Georgia",1400000US13247060403,32.0,540.0
"Block Group 2, Census Tract 604.03, Rockdale County, Georgia",1400000US13247060403,3.0,48.0
